FlightGroup,Dept_Day,Taken_Day,Days_To_Dept,Duration,Available,Hopping,Total_Fare
7,5,2,2,175,3.0,0,8041.0
19,5,0,74,400,9.0,0,4417.0
9,5,0,88,170,60.0,0,3579.0
8,2,4,4,180,1.0,0,16493.0
13,6,1,46,165,7.0,0,5160.0
8,2,1,70,175,26.0,0,3925.0
0,0,5,16,170,9.0,0,4756.0
8,4,3,35,245,7.0,0,11176.0
5,0,2,5,160,5.0,0,7130.0
2,1,4,27,165,9.0,0,7381.0
7,3,0,72,170,100.0,0,4377.0
1,1,5,82,170,6.0,0,3548.0
3,5,1,73,180,9.0,0,3548.0
8,5,1,45,175,5.0,0,6887.0
0,4,1,26,165,9.0,0,7381.0
6,6,5,0,285,43.0,0,7888.0
22,4,0,55,160,7.0,0,7398.0
6,0,0,21,275,5.0,0,7038.0
6,4,3,84,170,10.0,0,4644.0
8,0,5,2,175,31.0,0,8041.0
21,2,3,51,175,9.0,0,7398.0
14,0,1,83,170,9.0,0,3211.0
6,6,1,4,275,21.0,0,8303.0
6,6,0,26,275,2.0,0,5126.0
8,0,5,72,180,27.0,0,3925.0
7,5,0,11,165,16.0,0,3579.0
18,4,5,15,170,9.0,0,4377.0
9,1,4,20,170,2.0,0,3579.0
4,6,1,4,165,5.0,0,7130.0
9,0,5,51,165,3.0,0,4944.0
9,3,1,15,285,7.0,0,3629.0
8,5,0,4,180,1.0,0,8041.0
20,5,3,47,170,9.0,0,5575.0
0,3,3,10,170,2.0,0,11791.0
16,0,5,58,170,9.0,0,3873.0
7,4,3,56,175,6.0,0,5554.0
10,1,1,16,180,7.0,0,3270.0
13,4,3,49,165,6.0,0,5160.0
7,6,4,22,170,51.0,0,3579.0
8,6,5,70,180,34.0,0,3925.0
17,2,5,38,485,9.0,0,6571.0
7,5,1,10,175,1.0,0,3925.0
11,6,4,1,155,1.0,0,8436.0
2,1,5,47,165,9.0,0,9166.0
12,5,4,77,165,7.0,0,3270.0
16,1,3,74,170,9.0,0,4273.0
5,3,4,12,160,14.0,0,3784.0
19,2,0,15,175,9.0,0,4945.0
4,6,0,75,165,54.0,0,3583.0
11,2,1,49,155,7.0,0,6126.0
15,1,1,86,175,9.0,0,3211.0
12,4,1,26,175,7.0,0,8121.0
1,3,3,73,165,9.0,0,4651.0
10,4,4,65,180,3.0,0,3270.0
12,3,1,71,175,7.0,0,5160.0
9,6,4,64,165,17.0,0,4644.0
9,1,4,69,165,12.0,0,4644.0
7,6,4,57,175,7.0,0,5554.0
3,3,5,88,165,9.0,0,3548.0
22,4,3,70,160,9.0,0,5508.0
6,1,3,74,275,15.0,0,5023.0
12,6,3,69,175,7.0,0,6126.0
21,1,4,62,175,9.0,0,4983.0
18,3,4,75,170,9.0,0,4945.0
7,5,4,42,170,10.0,0,4944.0
16,1,1,86,170,9.0,0,3211.0
6,2,0,71,260,7.0,0,5203.0
6,6,0,12,170,100.0,0,6887.0
22,1,3,74,160,9.0,0,5508.0
16,4,4,16,170,9.0,0,3873.0
8,6,1,81,175,52.0,0,3925.0
6,5,0,60,290,7.0,0,5106.0
9,5,0,53,170,3.0,0,4377.0
9,3,3,24,170,9.0,0,4944.0
7,3,1,36,165,10.0,0,7517.0
19,1,4,20,400,9.0,0,5047.0
6,4,4,72,260,12.0,0,5040.0
10,5,5,83,180,7.0,0,5160.0
9,5,3,54,170,3.0,0,4377.0
9,5,4,63,280,13.0,0,4697.0
9,0,0,42,280,3.0,0,4998.0
4,2,1,21,165,94.0,0,4594.0
6,6,5,91,170,48.0,0,4644.0
12,6,0,33,165,7.0,0,8121.0
7,2,0,85,170,26.0,0,3264.0
19,3,0,37,400,9.0,0,6137.0
10,2,3,79,180,7.0,0,5160.0
19,6,4,15,175,9.0,0,3925.0
6,6,3,90,170,34.0,0,4644.0
5,3,1,8,160,8.0,0,5010.0
18,0,1,62,170,9.0,0,3925.0
9,6,5,49,165,5.0,0,8041.0
14,1,0,59,170,9.0,0,3211.0
7,5,4,91,170,62.0,0,3579.0
12,1,1,58,175,7.0,0,5160.0
4,5,1,87,165,61.0,0,3583.0
1,2,3,58,165,9.0,0,5596.0
12,5,3,47,165,1.0,0,5160.0
4,3,5,39,165,11.0,0,5465.0
21,6,1,18,160,5.0,0,4668.0
22,5,4,56,160,9.0,0,7398.0
8,0,1,55,245,19.0,0,4696.0
22,2,3,79,160,9.0,0,5508.0
8,6,5,91,180,60.0,0,3925.0
12,0,3,50,165,7.0,0,5160.0
9,3,3,24,280,1.0,0,4011.0
10,2,4,46,180,7.0,0,7281.0
2,3,1,78,165,9.0,0,4021.0
6,5,1,31,285,2.0,0,4011.0
6,3,4,82,285,19.0,0,4011.0
17,6,4,92,485,9.0,0,4417.0
6,2,5,17,170,3.0,0,5947.0
7,1,5,19,170,59.0,0,3579.0
20,6,1,11,170,9.0,0,4639.0
11,3,5,4,155,7.0,0,9591.0
22,2,3,72,160,9.0,0,5718.0
8,0,4,17,175,1.0,0,3925.0
17,1,4,83,485,9.0,0,4417.0
1,6,5,56,165,6.0,0,4021.0
1,5,3,61,165,5.0,0,4021.0
8,2,3,51,180,7.0,0,6887.0
8,4,0,48,175,7.0,0,5554.0
12,3,3,31,175,7.0,0,8121.0
8,6,1,81,175,29.0,0,3925.0
21,6,3,20,160,9.0,0,4668.0
5,4,5,57,160,27.0,0,3583.0
1,6,4,85,165,7.0,0,3548.0
12,0,3,22,165,7.0,0,4530.0
7,3,0,58,170,10.0,0,4377.0
21,4,3,49,175,9.0,0,7608.0
15,2,4,81,175,9.0,0,3527.0
22,5,5,69,160,9.0,0,5508.0
6,2,5,45,175,1.0,0,8041.0
21,0,0,7,160,5.0,0,9918.0
7,0,4,80,165,8.0,0,3264.0
12,2,4,4,175,1.0,0,9591.0
8,0,0,21,180,6.0,0,4644.0
9,3,4,19,165,5.0,0,3925.0
10,0,1,76,180,7.0,0,6651.0
17,3,0,72,485,9.0,0,4983.0
8,6,5,42,180,10.0,0,6887.0
9,4,0,69,165,2.0,0,3417.0
11,2,5,3,155,6.0,0,9591.0
21,1,3,60,160,9.0,0,5508.0
7,0,5,16,170,6.0,0,4644.0
21,4,5,29,160,9.0,0,5613.0
2,3,3,52,165,5.0,0,8483.0
0,0,1,41,165,8.0,0,8431.0
8,3,4,5,180,1.0,0,11122.0
3,4,3,84,165,1.0,0,3548.0
22,2,1,77,160,9.0,0,5508.0
7,1,3,60,175,6.0,0,5554.0
21,1,1,16,175,9.0,0,4668.0
4,6,4,92,165,36.0,0,4594.0
7,2,5,31,170,1.0,0,4644.0
13,4,1,26,165,7.0,0,8121.0
7,6,3,6,170,1.0,0,4944.0
2,1,5,19,165,9.0,0,7381.0
12,4,0,48,165,7.0,0,5160.0
19,5,4,49,400,9.0,0,7147.0
7,6,1,18,170,13.0,0,3579.0
7,6,4,78,165,22.0,0,3264.0
6,2,1,70,175,36.0,0,4644.0
10,5,5,90,180,5.0,0,3270.0
9,2,5,31,285,1.0,0,5501.0
22,6,3,48,160,9.0,0,7398.0
9,5,5,6,285,21.0,0,8295.0
21,3,1,57,175,7.0,0,7398.0
0,6,3,83,165,2.0,0,4021.0
8,2,0,43,175,5.0,0,6887.0
7,5,0,88,170,38.0,0,3264.0
12,2,0,57,175,6.0,0,5160.0
15,4,1,82,175,9.0,0,3211.0
22,6,4,50,160,9.0,0,7398.0
9,5,3,75,170,32.0,0,4644.0
6,5,2,2,175,6.0,0,8041.0
8,3,1,57,180,6.0,0,6361.0
19,6,0,40,400,9.0,0,6097.0
4,2,1,35,165,11.0,0,7794.0
8,4,3,7,180,1.0,0,6361.0
9,6,5,63,170,63.0,0,3925.0
5,1,5,12,160,9.0,0,3583.0
0,5,3,12,170,9.0,0,7171.0
9,4,0,13,165,31.0,0,4644.0
0,1,1,16,170,9.0,0,7381.0
4,4,1,75,165,59.0,0,3583.0
2,4,3,63,165,9.0,0,4021.0
6,6,0,54,275,9.0,0,5023.0
6,4,1,75,170,19.0,0,3925.0
0,1,1,9,170,9.0,0,7171.0
8,5,1,73,180,44.0,0,3925.0
7,5,3,68,175,67.0,0,3925.0
1,6,5,28,165,2.0,0,7381.0
7,6,3,76,165,11.0,0,3264.0
12,0,4,59,175,7.0,0,5160.0
16,0,4,38,170,9.0,0,6205.0
20,5,0,25,170,9.0,0,3925.0
6,3,5,60,170,5.0,0,6887.0
0,0,1,62,170,9.0,0,4651.0
6,4,0,83,170,9.0,0,4644.0
6,4,5,43,170,8.0,0,8041.0
7,6,1,25,175,18.0,0,3925.0
7,4,4,2,170,4.0,0,7517.0
6,1,1,51,275,27.0,0,5359.0
6,3,1,50,175,3.0,0,8671.0
12,4,0,62,165,7.0,0,5160.0
17,0,4,3,485,9.0,0,8303.0
6,3,5,60,175,7.0,0,6887.0
9,3,3,59,285,1.0,0,4049.0
8,0,0,70,245,22.0,0,5606.0
11,1,4,27,160,7.0,0,4530.0
6,5,5,41,165,2.0,0,8041.0
7,2,0,71,170,87.0,0,4377.0
2,5,3,82,165,9.0,0,4021.0
17,6,1,39,485,9.0,0,5363.0
5,2,0,36,160,11.0,0,8764.0
21,5,0,25,175,9.0,0,4668.0
8,2,5,45,175,5.0,0,6887.0
9,4,4,86,165,13.0,0,3264.0
8,0,0,42,245,23.0,0,4696.0
0,6,1,67,170,9.0,0,4021.0
13,4,4,79,165,6.0,0,3270.0
6,4,4,51,285,17.0,0,5554.0
14,3,3,73,170,9.0,0,4839.0
1,1,4,48,170,6.0,0,4756.0
19,2,4,4,400,9.0,0,10623.0
7,3,3,87,175,52.0,0,3925.0
21,2,1,14,160,7.0,0,6768.0
6,6,0,75,175,8.0,0,4644.0
12,6,0,47,175,7.0,0,7281.0
1,4,4,58,165,7.0,0,5596.0
18,2,1,0,170,9.0,0,14499.0
8,1,0,59,245,34.0,0,4696.0
6,2,4,60,275,24.0,0,6472.0
16,0,4,45,170,9.0,0,4273.0
22,5,1,10,160,9.0,0,7293.0
9,5,5,20,170,10.0,0,3579.0
7,6,0,26,170,84.0,0,4377.0
6,6,4,36,175,7.0,0,6887.0
21,1,5,89,160,9.0,0,5508.0
6,1,3,60,170,9.0,0,6361.0
8,4,1,61,175,30.0,0,3925.0
12,2,4,67,175,7.0,0,5160.0
19,1,5,68,175,9.0,0,3265.0
10,4,4,72,180,6.0,0,3270.0
3,5,5,83,180,9.0,0,3548.0
0,1,1,23,165,2.0,0,4756.0
12,5,5,90,175,2.0,0,3270.0
22,3,0,23,160,1.0,0,4668.0
7,5,5,69,170,53.0,0,3579.0
14,0,0,21,170,9.0,0,7989.0
8,2,3,51,175,7.0,0,8041.0
9,0,5,79,165,31.0,0,4644.0
7,3,0,86,170,31.0,0,3579.0
6,5,5,76,285,10.0,0,4697.0
12,0,0,42,175,7.0,0,9591.0
5,3,5,32,160,48.0,0,4594.0
8,0,1,27,180,5.0,0,4944.0
0,4,3,49,170,8.0,0,8483.0
3,6,1,11,165,9.0,0,7171.0
7,6,3,13,175,26.0,0,3925.0
18,2,5,24,170,9.0,0,4945.0
13,5,1,31,165,7.0,0,8121.0
7,3,1,50,170,6.0,0,4944.0
19,2,0,8,400,9.0,0,8205.0
6,0,3,57,285,7.0,1,8256.0
7,6,5,28,170,85.0,0,4377.0
7,1,1,2,170,7.0,0,7517.0
12,5,5,83,175,7.0,0,5160.0
9,2,3,51,165,9.0,0,8041.0
4,2,1,7,165,11.0,0,6069.0
17,4,4,16,485,9.0,0,4417.0
19,3,3,80,175,9.0,0,3265.0
22,1,1,9,160,9.0,0,7293.0
4,3,3,38,165,13.0,0,5465.0
9,4,4,23,280,17.0,0,4011.0
6,1,4,20,170,18.0,0,3925.0
8,4,4,44,245,28.0,0,4696.0
12,4,3,49,165,7.0,0,5160.0
4,0,3,78,165,23.0,0,5180.0
0,3,0,51,170,1.0,0,8483.0
8,5,0,53,175,2.0,0,6887.0
22,5,3,47,165,9.0,0,7398.0
21,3,5,74,160,7.0,0,5508.0
0,0,5,23,165,9.0,0,7591.0
5,2,5,3,160,2.0,0,8009.0
6,4,4,30,275,5.0,1,6472.0
7,6,4,36,175,6.0,0,5554.0
7,1,0,3,165,1.0,0,7384.0
12,1,4,34,165,7.0,0,8121.0
19,3,5,88,400,9.0,0,4417.0
6,3,3,45,285,1.0,0,4976.0
19,6,0,47,175,9.0,0,6309.0
9,3,5,18,280,2.0,0,4998.0
9,3,1,78,170,47.0,0,3579.0
3,3,5,32,165,9.0,0,7381.0
6,5,5,20,285,21.0,0,4011.0
2,2,4,25,165,9.0,0,7381.0
18,0,3,57,170,9.0,0,4377.0
6,6,3,41,170,7.0,0,8041.0
8,3,3,45,180,4.0,0,6361.0
16,2,4,88,170,9.0,0,3211.0
12,2,3,44,175,7.0,0,7281.0
10,2,4,53,180,6.0,0,6126.0
0,1,4,90,170,8.0,0,4021.0
21,3,3,80,160,9.0,0,5508.0
7,1,4,20,170,73.0,0,3579.0
16,4,4,65,170,9.0,0,3211.0
8,2,4,53,295,7.0,0,6351.0
11,6,1,60,160,7.0,0,5160.0
12,5,5,76,175,7.0,0,3270.0
22,6,1,74,160,6.0,0,5508.0
7,6,1,4,170,3.0,0,6991.0
18,0,5,16,170,9.0,0,4945.0
4,6,3,55,165,48.0,0,3583.0
10,0,5,23,180,7.0,0,7806.0
20,6,5,91,170,9.0,0,3265.0
7,1,0,10,170,11.0,0,3925.0
8,2,4,46,175,1.0,0,5554.0
19,3,1,57,175,9.0,0,5575.0
22,0,3,64,160,9.0,0,5508.0
3,3,3,73,165,2.0,0,3548.0
6,0,5,79,170,15.0,0,3925.0
22,5,4,42,160,7.0,0,7398.0
7,4,4,2,165,1.0,0,6361.0
10,2,1,14,180,7.0,0,7281.0
16,6,0,19,170,9.0,0,3873.0
6,4,1,40,285,3.0,0,5176.0
22,2,5,3,165,1.0,0,9918.0
6,0,3,1,170,2.0,0,28000.0
21,3,4,40,160,9.0,0,7398.0
6,5,4,28,290,26.0,0,6006.0
4,5,0,60,165,81.0,0,4220.0
9,4,4,65,165,20.0,0,4644.0
12,3,1,71,165,4.0,0,3270.0
12,4,0,69,175,7.0,0,5160.0
13,2,0,64,165,7.0,0,5160.0
6,4,1,82,170,9.0,0,4644.0
15,4,1,40,175,9.0,0,5469.0
7,4,4,58,165,4.0,0,4377.0
10,6,3,20,180,3.0,0,4530.0
4,4,1,19,165,14.0,0,4220.0
22,5,4,91,165,9.0,0,4983.0
9,4,0,13,170,11.0,0,3579.0
10,4,0,6,180,6.0,0,8436.0
0,3,3,87,170,9.0,0,4021.0
5,5,4,84,160,27.0,0,3784.0
22,5,2,2,160,9.0,0,8448.0
6,2,1,63,275,23.0,0,4897.0
21,1,0,80,160,9.0,0,5508.0
7,5,0,60,175,3.0,0,5554.0
22,1,0,80,160,9.0,0,5508.0
9,6,4,78,170,30.0,0,3264.0
15,1,0,17,175,9.0,0,4273.0
9,6,4,57,170,7.0,0,4377.0
6,5,1,31,165,8.0,0,8041.0
20,1,4,34,170,9.0,0,4377.0
18,1,4,90,170,9.0,0,3265.0
6,1,3,53,275,24.0,0,5531.0
0,1,5,33,170,9.0,0,8221.0
19,2,5,31,175,9.0,0,5575.0
12,6,5,91,175,7.0,0,5160.0
22,1,1,51,160,9.0,0,7398.0
10,4,0,13,180,7.0,0,7281.0
22,4,5,64,165,9.0,0,5508.0
7,5,0,39,170,10.0,0,4944.0
8,1,3,74,175,20.0,0,3925.0
10,2,0,64,180,7.0,0,5160.0
12,4,4,44,165,7.0,0,4530.0
0,6,5,77,170,9.0,0,4021.0
22,2,1,7,160,7.0,0,8448.0
6,5,3,47,165,1.0,0,8041.0
6,2,4,4,170,1.0,0,14846.0
5,5,1,73,160,53.0,0,3583.0
22,3,0,58,165,9.0,0,7398.0
10,6,5,14,180,7.0,0,7281.0
15,4,1,68,175,9.0,0,3873.0
9,2,3,30,285,3.0,0,5676.0
19,6,3,90,400,9.0,0,4417.0
17,6,0,75,485,9.0,0,4417.0
2,3,4,82,165,9.0,0,4021.0
21,4,1,33,160,9.0,0,8868.0
18,0,0,21,170,9.0,0,8095.0
21,5,5,48,175,9.0,0,7398.0
10,0,5,79,180,7.0,0,6651.0
6,0,3,85,170,30.0,0,3925.0
8,2,0,85,180,52.0,0,3925.0
14,3,0,86,170,9.0,0,3211.0
6,1,4,20,175,28.0,0,4644.0
6,0,5,44,170,3.0,0,8041.0
0,1,5,61,170,1.0,0,4021.0
11,1,5,40,160,7.0,0,5160.0
7,1,3,53,165,10.0,0,4644.0
16,2,4,32,170,9.0,0,4839.0
22,1,0,87,165,9.0,0,5508.0
11,6,0,75,160,1.0,0,3270.0
9,4,4,2,285,3.0,0,8795.0
9,0,5,86,165,21.0,0,5039.0
7,3,1,64,165,9.0,0,3264.0
14,5,0,81,170,9.0,0,3211.0
8,6,5,7,180,7.0,0,8671.0
6,6,1,39,170,7.0,0,8041.0
9,1,3,67,165,14.0,0,3264.0
6,6,3,62,285,4.0,0,4697.0
7,6,1,46,170,9.0,0,4944.0
5,1,3,4,160,4.0,0,7130.0
8,4,0,83,175,16.0,0,3925.0
5,3,3,52,160,37.0,0,4594.0
9,1,1,16,170,2.0,0,3579.0
7,0,1,6,165,1.0,0,6361.0
10,2,4,81,180,7.0,0,5160.0
7,2,1,70,165,86.0,0,4377.0
12,2,5,17,175,7.0,0,5160.0
9,2,4,60,165,4.0,0,6887.0
8,2,0,29,245,1.0,0,5606.0
6,4,1,54,175,10.0,0,8567.0
9,1,4,41,170,4.0,0,5554.0
15,6,0,68,175,9.0,0,3527.0
9,0,0,7,165,6.0,0,9302.0
19,4,4,23,175,9.0,0,3579.0
6,4,4,9,170,32.0,0,6887.0
3,4,3,70,165,9.0,0,4021.0
10,5,5,48,180,7.0,0,7281.0
10,6,3,48,180,1.0,0,5160.0
17,6,1,74,485,9.0,0,4417.0
0,4,5,85,165,9.0,0,4021.0
7,6,1,18,175,13.0,0,4318.0
3,2,5,17,165,2.0,0,7381.0
5,1,0,38,160,6.0,0,5465.0
9,4,1,75,165,30.0,0,4644.0
2,5,5,13,165,9.0,0,7171.0
22,1,5,12,165,9.0,0,7293.0
6,2,3,58,260,7.0,0,5676.0
7,5,4,91,170,47.0,0,3417.0
7,6,1,74,175,58.0,0,3925.0
6,5,4,42,290,19.0,0,6006.0
7,0,5,16,170,38.0,0,5554.0
2,3,3,3,165,9.0,1,28486.0
12,3,5,39,175,7.0,0,9276.0
12,1,5,75,175,2.0,0,3270.0
5,3,4,26,160,55.0,0,4594.0
12,6,1,53,175,7.0,0,5160.0
8,0,3,29,175,13.0,0,4944.0
12,6,5,63,165,7.0,0,5160.0
22,6,1,67,160,9.0,0,5508.0
8,6,5,0,175,1.0,0,12080.0
7,5,4,49,175,1.0,0,5554.0
6,2,4,4,175,6.0,0,8041.0
6,0,3,8,175,1.0,0,8671.0
12,2,4,74,175,7.0,0,6126.0
6,1,4,34,260,4.0,0,5511.0
1,6,4,50,165,8.0,0,7381.0
8,1,3,25,245,9.0,0,4696.0
0,4,4,30,165,9.0,0,7381.0
6,0,5,2,170,1.0,0,13760.0
7,4,4,16,175,58.0,0,3925.0
6,4,0,13,285,73.0,1,6628.0
7,0,4,80,175,28.0,0,3925.0
21,3,4,12,160,1.0,0,6768.0
8,2,4,4,245,8.0,0,6413.0
7,4,0,27,165,1.0,0,3925.0
7,6,1,53,175,8.0,0,5554.0
8,5,4,42,180,6.0,0,6887.0
13,3,5,67,165,7.0,0,3270.0
18,2,3,51,170,9.0,0,5575.0
8,2,4,25,245,17.0,0,4696.0
0,1,3,81,165,2.0,0,3548.0
12,6,4,57,165,7.0,0,5160.0
6,6,3,34,170,7.0,0,6887.0
10,2,5,24,180,7.0,0,5160.0
9,2,1,35,170,1.0,0,8671.0
19,3,3,59,400,9.0,0,5363.0
8,1,3,60,245,38.0,0,4696.0
6,0,4,3,275,5.0,0,11700.0
6,0,0,21,170,6.0,0,4944.0
3,1,4,62,165,9.0,0,4021.0
22,6,2,3,160,9.0,0,8448.0
9,3,1,22,165,3.0,0,4644.0
15,6,4,78,175,9.0,0,3211.0
7,3,1,36,170,1.0,0,5554.0
19,6,1,60,175,9.0,0,3925.0
11,0,0,0,155,7.0,0,37201.0
19,6,5,7,175,9.0,0,6887.0
6,4,0,41,175,2.0,0,6887.0
12,0,2,5,175,7.0,0,8436.0
19,0,3,36,175,9.0,0,7149.0
22,0,3,85,165,9.0,0,5508.0
7,0,1,34,175,8.0,0,9302.0
7,2,0,57,165,5.0,0,4944.0
6,3,1,71,170,46.0,0,4944.0
6,5,5,20,275,34.0,0,5329.0
22,5,3,75,160,9.0,0,5508.0
9,3,1,64,280,6.0,0,4697.0
6,3,4,75,275,18.0,0,5329.0
6,6,0,89,170,53.0,0,3925.0
20,2,0,15,170,9.0,0,5575.0
10,2,4,60,180,7.0,0,5160.0
7,6,0,5,175,2.0,0,6887.0
9,2,0,15,170,2.0,0,4377.0
0,0,3,85,165,1.0,0,3758.0
12,1,3,39,175,7.0,0,7281.0
9,6,5,35,170,3.0,0,4944.0
22,2,5,31,160,9.0,0,5613.0
20,4,3,70,170,9.0,0,3265.0
5,5,0,32,160,56.0,0,4594.0
6,6,1,74,175,8.0,0,4644.0
8,0,4,31,245,2.0,0,4696.0
12,0,1,62,165,7.0,0,5160.0
4,5,0,53,165,50.0,0,4594.0
14,5,4,84,170,9.0,0,3211.0
10,3,1,64,180,7.0,0,5160.0
5,5,5,13,160,70.0,0,3583.0
9,6,5,0,165,1.0,0,9302.0
18,2,5,17,170,9.0,0,3925.0
22,2,1,84,160,7.0,0,5508.0
1,6,1,39,165,4.0,0,7381.0
9,3,1,1,170,2.0,0,18250.0
6,6,5,70,170,5.0,0,4644.0
0,6,4,71,170,9.0,0,4021.0
4,5,1,24,165,98.0,0,4594.0
22,3,1,1,160,3.0,0,29343.0
9,2,1,49,165,9.0,0,8041.0
0,3,1,43,165,2.0,0,8431.0
11,6,0,40,160,7.0,0,4530.0
8,1,0,66,180,26.0,0,3925.0
13,5,0,39,165,7.0,0,6126.0
22,2,3,86,160,7.0,0,5508.0
9,6,3,69,285,2.0,0,3629.0
10,4,0,69,180,6.0,0,3270.0
8,0,0,56,245,17.0,0,4696.0
6,1,0,38,285,1.0,0,4976.0
6,3,4,54,260,1.0,0,5676.0
3,5,1,45,180,8.0,0,8483.0
1,3,1,1,165,9.0,0,12841.0
6,1,3,74,175,36.0,0,4644.0
12,3,0,30,175,7.0,0,8121.0
7,5,1,10,165,5.0,0,3925.0
2,5,3,26,165,9.0,0,7381.0
7,1,5,54,175,3.0,0,5554.0
7,5,4,70,165,22.0,0,3264.0
6,2,0,57,260,12.0,0,5073.0
19,1,5,89,175,9.0,0,3265.0
1,0,3,15,165,4.0,0,8221.0
22,0,3,57,160,9.0,0,7398.0
9,1,1,44,165,1.0,0,5554.0
10,6,5,7,180,7.0,0,8436.0
0,0,5,79,170,4.0,0,3548.0
9,2,0,8,170,13.0,0,6991.0
19,2,5,45,400,9.0,0,6991.0
7,5,2,2,175,5.0,0,8671.0
8,1,0,45,245,34.0,0,4696.0
7,5,1,87,170,40.0,0,3264.0
12,2,4,25,175,7.0,0,7281.0
8,4,3,49,175,2.0,0,6361.0
2,1,3,46,165,9.0,0,9166.0
1,3,1,36,165,2.0,0,7381.0
20,4,1,75,170,9.0,0,3579.0
18,5,4,63,170,9.0,0,3265.0
20,6,0,12,170,9.0,0,4639.0
19,2,4,39,400,9.0,0,9301.0
8,6,3,48,175,10.0,0,6361.0
19,5,4,42,400,9.0,0,6571.0
16,1,0,38,170,9.0,0,5469.0
9,6,3,20,165,14.0,0,3579.0
21,3,0,2,160,1.0,0,9708.0
0,3,0,37,170,3.0,0,8221.0
8,2,0,64,175,18.0,0,3925.0
16,2,4,25,170,9.0,0,4839.0
21,6,1,11,175,9.0,0,7293.0
22,2,1,42,160,9.0,0,7398.0
4,2,5,17,165,84.0,0,3583.0
10,1,5,89,180,7.0,0,5160.0
12,6,1,81,175,1.0,0,3270.0
18,2,4,81,170,9.0,0,3265.0
8,4,5,78,175,31.0,0,3925.0
20,4,1,26,170,9.0,0,5575.0
10,6,4,15,170,7.0,0,3900.0
7,3,4,54,170,4.0,0,4644.0
8,5,1,24,175,7.0,0,4377.0
9,0,2,5,170,4.0,0,6991.0
14,1,4,48,170,9.0,0,4273.0
7,0,1,27,170,20.0,0,5947.0
9,3,4,61,165,7.0,0,4644.0
4,2,3,86,165,10.0,0,3583.0
9,1,4,27,165,9.0,0,4318.0
12,1,5,75,165,7.0,0,3270.0
10,3,5,4,180,7.0,0,13964.0
21,3,3,59,175,7.0,0,7398.0
7,1,0,66,170,49.0,0,3579.0
9,1,5,33,170,10.0,0,4644.0
19,0,1,41,400,9.0,0,6151.0
3,0,3,50,165,9.0,0,7381.0
13,2,5,17,165,5.0,0,4530.0
12,2,3,44,175,7.0,0,7281.0
4,0,4,87,165,23.0,0,5180.0
19,1,0,66,175,9.0,0,3579.0
17,6,4,78,485,9.0,0,4417.0
7,3,2,0,170,1.0,0,15001.0
22,1,3,88,165,9.0,0,5508.0
13,1,5,89,165,4.0,0,3270.0
1,0,4,80,165,5.0,0,4021.0
7,6,3,90,165,23.0,0,3264.0
11,4,0,6,155,7.0,0,11444.0
7,5,3,40,175,4.0,0,5554.0
8,3,4,75,180,43.0,0,3925.0
13,2,3,51,165,7.0,0,5160.0
7,2,5,87,165,91.0,0,4377.0
9,6,1,60,280,6.0,0,4697.0
10,3,5,25,180,7.0,0,5160.0
7,5,1,17,165,5.0,0,3579.0
22,5,4,63,165,9.0,0,4983.0
7,2,0,36,165,4.0,0,8671.0
11,6,4,29,160,7.0,0,4530.0
19,4,4,79,400,9.0,0,5521.0
8,1,1,30,245,37.0,0,4696.0
13,2,1,56,165,7.0,0,5160.0
16,5,1,87,170,9.0,0,3211.0
22,4,1,82,160,9.0,0,5508.0
6,3,3,3,170,4.0,0,10452.0
6,5,5,27,170,9.0,0,4644.0
12,0,3,50,175,7.0,0,6126.0
12,2,0,64,175,7.0,0,6126.0
6,2,5,80,170,21.0,0,3925.0
9,3,0,9,170,17.0,0,4944.0
6,6,0,47,285,1.0,0,4376.0
7,3,3,31,175,7.0,0,6361.0
6,1,3,74,170,12.0,0,4644.0
6,6,0,33,285,1.0,0,4998.0
18,2,3,30,170,9.0,0,5575.0
12,0,0,42,175,1.0,0,4530.0
21,6,5,49,175,9.0,0,7398.0
4,3,3,10,165,9.0,0,5010.0
4,3,4,12,165,2.0,0,4220.0
8,3,3,73,180,48.0,0,3925.0
19,6,1,46,400,9.0,0,7567.0
22,2,4,25,160,2.0,0,5403.0
21,2,5,31,160,1.0,0,6348.0
22,1,5,19,160,9.0,0,4668.0
20,2,4,39,170,9.0,0,8095.0
16,5,3,68,170,9.0,0,3211.0
11,4,1,40,155,7.0,0,4530.0
16,1,1,72,170,9.0,0,4273.0
21,3,5,46,175,9.0,0,7398.0
20,6,2,3,170,9.0,0,8515.0
6,0,2,5,170,2.0,0,8671.0
15,0,4,80,175,9.0,0,3211.0
6,4,0,41,275,1.0,0,4691.0
21,2,3,79,175,9.0,0,5508.0
19,5,3,61,175,9.0,0,3925.0
9,4,4,37,285,7.0,1,9047.0
21,6,4,50,160,8.0,0,7398.0
2,2,0,50,165,5.0,0,9166.0
6,4,0,48,170,10.0,0,8041.0
4,0,5,37,165,13.0,0,10153.0
12,2,1,70,175,7.0,0,6126.0
16,4,3,35,170,9.0,0,6205.0
21,0,3,57,175,9.0,0,7608.0
4,4,4,72,165,5.0,0,5465.0
6,3,0,51,170,1.0,0,6887.0
20,3,3,31,170,9.0,0,4945.0
4,6,3,34,165,12.0,0,4594.0
18,3,4,5,170,9.0,0,6887.0
7,0,4,24,175,8.0,0,5554.0
20,4,3,7,170,9.0,0,5259.0
