Origin,Destination,Dept_Date,Dept_Time,Arr_Time,Total_Fare,Base_Fare,Fuel_Fare,Airways,Available,Duration,Class_Type,Flight Number,Flight Code,FlightID,Hopping,Taken
BLR,BOM,2018-11-25T05:45:00Z,5:45,7:25,10825,8000,2303,Jet Airways,7,15h 30m,Economy,410,9W,9W_410_9W_309_,TRUE,13-11-2018
BLR,AMD,2018-11-25T17:30:00Z,17:30,19:35,11268,10100,796,Vistara,2,4h 25m,Economy,925,UK,UK_925_UK_966_,FALSE,13-11-2018
BLR,BOM,2018-11-25T06:45:00Z,6:45,8:25,11287,10350,665,Air India,9,5h 30m,Economy,640,AI,AI_640_AI_809_,FALSE,13-11-2018
BLR,PNQ,2018-11-25T05:35:00Z,5:35,7:10,11350,8500,2328,Jet Airways,7,4h 20m,Economy,922,9W,9W_922_9W_371_,FALSE,13-11-2018
BLR,PNQ,2018-11-25T02:10:00Z,2:10,3:40,11350,8500,2328,Jet Airways,7,7h 45m,Economy,776,9W,9W_776_9W_371_,FALSE,13-11-2018
BLR,PNQ,2018-11-25T05:35:00Z,5:35,7:10,11350,8500,2328,Jet Airways,7,7h 50m,Economy,922,9W,9W_922_9W_366_,FALSE,13-11-2018
BLR,PNQ,2018-11-25T05:35:00Z,5:35,7:10,11350,8500,2328,Jet Airways,7,14h 25m,Economy,922,9W,9W_922_9W_786_,TRUE,13-11-2018
BLR,PNQ,2018-11-25T05:35:00Z,5:35,7:10,11350,8500,2328,Jet Airways,7,17h 10m,Economy,922,9W,9W_922_9W_372_,TRUE,13-11-2018
BLR,PNQ,2018-11-25T05:35:00Z,5:35,7:10,11350,8500,2328,Jet Airways,7,20h 25m,Economy,922,9W,9W_922_9W_604_,TRUE,13-11-2018
BLR,DEL,2018-11-25T17:45:00Z,17:45,20:45,11444,9315,1732,Jet Airways,7,3h 0m,Economy,816,9W,9W_816_,FALSE,13-11-2018
BLR,DEL,2018-11-25T21:10:00Z,21:10,23:55,11791,10900,619,Air India,9,2h 45m,Economy,173,AI,AI_173_,FALSE,13-11-2018
BLR,GAU,2018-11-25T10:00:00Z,10:00,13:00,11891,8415,2954,Jet Airways,2,11h 15m,Economy,659,9W,9W_659_9W_722_,FALSE,13-11-2018
BLR,BOM,2018-11-25T08:50:00Z,8:50,10:30,11969,11000,697,Air India,9,6h 25m,Economy,604,AI,AI_604_AI_677_,FALSE,13-11-2018
BLR,CCU,2018-11-25T05:50:00Z,5:50,8:20,12757,11750,735,Air India,9,6h 30m,Economy,776,AI,AI_776_AI_21_,FALSE,13-11-2018
BLR,DEL,2018-11-25T10:00:00Z,10:00,12:45,12841,11900,669,Air India,8,2h 45m,Economy,505,AI,AI_505_,FALSE,13-11-2018
BLR,BOM,2018-11-25T05:45:00Z,5:45,7:25,12925,10000,2403,Jet Airways,7,4h 40m,Economy,410,9W,9W_410_9W_333_,FALSE,13-11-2018
BLR,BOM,2018-11-25T07:40:00Z,7:40,9:20,12925,10000,2403,Jet Airways,7,4h 45m,Economy,482,9W,9W_482_9W_331_,FALSE,13-11-2018
BLR,BOM,2018-11-25T05:45:00Z,5:45,7:25,12925,10000,2403,Jet Airways,7,5h 0m,Economy,410,9W,9W_410_9W_355_,FALSE,13-11-2018
BLR,BOM,2018-11-25T07:00:00Z,7:00,8:40,12925,10000,2403,Jet Airways,7,5h 25m,Economy,478,9W,9W_478_9W_331_,FALSE,13-11-2018
BLR,BOM,2018-11-25T07:40:00Z,7:40,9:20,12925,10000,2403,Jet Airways,7,5h 35m,Economy,482,9W,9W_482_9W_307_,FALSE,13-11-2018
BLR,BOM,2018-11-25T05:45:00Z,5:45,7:25,12925,10000,2403,Jet Airways,7,5h 40m,Economy,410,9W,9W_410_9W_839_,FALSE,13-11-2018
BLR,BOM,2018-11-25T07:00:00Z,7:00,8:40,12925,10000,2403,Jet Airways,7,6h 15m,Economy,478,9W,9W_478_9W_307_,FALSE,13-11-2018
BLR,BDQ,2018-11-25T05:50:00Z,5:50,8:00,12925,10000,2403,Jet Airways,7,6h 30m,Economy,320,9W,9W_320_9W_986_,FALSE,13-11-2018
BLR,BOM,2018-11-25T05:45:00Z,5:45,7:25,12925,10000,2403,Jet Airways,7,6h 40m,Economy,410,9W,9W_410_9W_331_,FALSE,13-11-2018
BLR,BOM,2018-11-25T05:45:00Z,5:45,7:25,12925,10000,2403,Jet Airways,7,7h 30m,Economy,410,9W,9W_410_9W_307_,FALSE,13-11-2018
BLR,BOM,2018-11-25T07:40:00Z,7:40,9:20,12925,10000,2403,Jet Airways,7,7h 35m,Economy,482,9W,9W_482_9W_351_,FALSE,13-11-2018
BLR,DEL,2018-11-25T17:00:00Z,17:00,19:45,13051,12100,679,Air India,1,2h 45m,Economy,503,AI,AI_503_,FALSE,13-11-2018
BLR,BOM,2018-11-25T17:25:00Z,17:25,19:00,14279,13200,807,Air India,9,5h 50m,Economy,608,AI,AI_608_AI_101_,FALSE,13-11-2018
BLR,BBI,2018-11-25T09:30:00Z,9:30,11:15,14647,13550,825,Air India,9,6h 50m,Economy,738,AI,AI_738_AI_76_,FALSE,13-11-2018
BLR,PNQ,2018-11-25T21:40:00Z,21:40,23:10,15235,12200,2513,Jet Airways,4,4h 20m,Economy,774,9W,9W_774_9W_604_,TRUE,13-11-2018
BLR,COK,2018-11-25T06:55:00Z,6:55,8:15,15387,14100,779,Air India,9,6h 25m,Economy,9505,AI,AI_9505_AI_511_,TRUE,13-11-2018
BLR,BOM,2018-11-25T22:50:00Z,22:50,0:45,16600,13500,2578,Jet Airways,7,6h 15m,Economy,393,9W,9W_393_9W_339_,TRUE,13-11-2018
BLR,BOM,2018-11-25T08:55:00Z,8:55,10:55,16600,13500,2578,Jet Airways,7,6h 20m,Economy,412,9W,9W_412_9W_351_,TRUE,13-11-2018
BLR,BOM,2018-11-25T16:55:00Z,16:55,18:55,20905,17600,2783,Jet Airways,7,6h 5m,Economy,416,9W,9W_416_9W_361_,TRUE,13-11-2018
BLR,BOM,2018-11-25T18:40:00Z,18:40,20:30,20905,17600,2783,Jet Airways,7,6h 5m,Economy,448,9W,9W_448_9W_310_,TRUE,13-11-2018
BLR,BOM,2018-11-25T21:25:00Z,21:25,23:10,20905,17600,2783,Jet Airways,7,7h 40m,Economy,449,9W,9W_449_9W_339_,TRUE,13-11-2018
BLR,MAA,2018-11-25T09:00:00Z,9:00,10:05,21052,17740,2790,Jet Airways,7,5h 25m,Economy,871,9W,9W_871_9W_740_,TRUE,13-11-2018
BLR,BOM,2018-11-25T14:05:00Z,14:05,15:45,26680,23100,3058,Jet Airways,7,5h 5m,Economy,444,9W,9W_444_9W_353_,TRUE,13-11-2018
BLR,BOM,2018-11-25T14:05:00Z,14:05,15:45,26680,23100,3058,Jet Airways,7,6h 5m,Economy,444,9W,9W_444_9W_311_,TRUE,13-11-2018
BLR,BOM,2018-11-25T14:05:00Z,14:05,15:45,26680,23100,3058,Jet Airways,7,7h 10m,Economy,444,9W,9W_444_9W_309_,TRUE,13-11-2018
BLR,MAA,2018-11-25T17:00:00Z,17:00,18:20,53024,48190,4312,Jet Airways,7,5h 15m,Economy,873,9W,9W_873_9W_831_,TRUE,13-11-2018
BLR,DEL,2018-11-26T22:20:00Z,22:20,1:10,3579,2700,608,IndiGo,5,2h 50m,Economy,2289,6E,6E_2289_,FALSE,13-11-2018
BLR,DEL,2018-11-26T23:30:00Z,23:30,2:20,3579,2700,608,IndiGo,34,2h 50m,Economy,2484,6E,6E_2484_,FALSE,13-11-2018
BLR,DEL,2018-11-26T23:25:00Z,23:25,2:10,3784,3170,461,AirAsia,62,2h 45m,Economy,722,I5,I5_722_,FALSE,13-11-2018
BLR,DEL,2018-11-26T19:55:00Z,19:55,22:30,3900,2130,1373,Jet Airways,7,2h 35m,Economy,812,9W,9W_812_,FALSE,13-11-2018
BLR,DEL,2018-11-26T01:30:00Z,1:30,4:15,3925,3030,624,IndiGo,2,2h 45m,Economy,2135,6E,6E_2135_,FALSE,13-11-2018
BLR,DEL,2018-11-26T20:00:00Z,20:00,22:55,3925,3030,624,IndiGo,66,2h 55m,Economy,2716,6E,6E_2716_,FALSE,13-11-2018
BLR,DEL,2018-11-26T21:20:00Z,21:20,0:15,3925,3030,624,IndiGo,71,2h 55m,Economy,2305,6E,6E_2305_,FALSE,13-11-2018
BLR,DEL,2018-11-26T21:05:00Z,21:05,23:55,4126,3600,254,Air India,9,2h 50m,Economy,87,AI,AI_87_,FALSE,13-11-2018
BLR,DEL,2018-11-26T04:55:00Z,4:55,7:35,4220,3586,481,AirAsia,10,2h 40m,Economy,2878,I5,I5_2878_,FALSE,13-11-2018
BLR,DEL,2018-11-26T00:40:00Z,0:40,3:25,4377,3460,646,IndiGo,2,2h 45m,Economy,2625,6E,6E_2625_,FALSE,13-11-2018
BLR,DEL,2018-11-26T04:00:00Z,4:00,6:50,4377,3460,646,IndiGo,5,2h 50m,Economy,2475,6E,6E_2475_,FALSE,13-11-2018
BLR,DEL,2018-11-26T08:30:00Z,8:30,11:30,4377,3460,646,IndiGo,3,3h 0m,Economy,2367,6E,6E_2367_,FALSE,13-11-2018
BLR,DEL,2018-11-26T02:00:00Z,2:00,4:45,4530,2730,1403,Jet Airways,7,2h 45m,Economy,814,9W,9W_814_,FALSE,13-11-2018
BLR,DEL,2018-11-26T08:20:00Z,8:20,11:15,4530,2730,1403,Jet Airways,4,2h 55m,Economy,824,9W,9W_824_,FALSE,13-11-2018
BLR,DEL,2018-11-26T11:20:00Z,11:20,15:25,4696,3715,710,IndiGo,13,4h 5m,Economy,2065,6E,6E_2065_,FALSE,13-11-2018
BLR,IDR,2018-11-26T12:40:00Z,12:40,14:30,4856,2315,2019,Jet Airways,7,18h 35m,Economy,803,9W,9W_803_9W_792_,TRUE,13-11-2018
BLR,DEL,2018-11-26T07:10:00Z,7:10,9:55,5160,3330,1433,Jet Airways,7,2h 45m,Economy,836,9W,9W_836_,FALSE,13-11-2018
BLR,DEL,2018-11-26T20:30:00Z,20:30,23:20,5259,4600,338,Spicejet,9,2h 50m,Economy,198,SG,SG_198_,FALSE,13-11-2018
BLR,DEL,2018-11-26T06:00:00Z,6:00,8:45,5554,4581,702,IndiGo,3,2h 45m,Economy,2132,6E,6E_2132_,FALSE,13-11-2018
BLR,DEL,2018-11-26T05:45:00Z,5:45,8:35,5995,5300,374,Spicejet,9,2h 50m,Economy,136,SG,SG_136_,FALSE,13-11-2018
BLR,DEL,2018-11-26T09:35:00Z,9:35,12:30,5995,5300,374,Spicejet,9,2h 55m,Economy,192,SG,SG_192_,FALSE,13-11-2018
BLR,DEL,2018-11-26T05:15:00Z,5:15,10:00,6444,5179,994,IndiGo,10,4h 45m,Economy,602_ 846,6E,6E_602_ 846_,FALSE,13-11-2018
BLR,DEL,2018-11-26T07:00:00Z,7:00,9:40,6768,6000,446,Vistara,9,2h 40m,Economy,810,UK,UK_810_,FALSE,13-11-2018
BLR,DEL,2018-11-26T11:30:00Z,11:30,14:10,6768,6000,446,Vistara,9,2h 40m,Economy,816,UK,UK_816_,FALSE,13-11-2018
BLR,DEL,2018-11-26T19:40:00Z,19:40,22:20,6768,6000,446,Vistara,9,2h 40m,Economy,818,UK,UK_818_,FALSE,13-11-2018
BLR,DEL,2018-11-26T09:50:00Z,9:50,12:35,6768,6000,446,Vistara,9,2h 45m,Economy,812,UK,UK_812_,FALSE,13-11-2018
BLR,DEL,2018-11-26T21:10:00Z,21:10,0:05,6768,6000,446,Vistara,9,2h 55m,Economy,814,UK,UK_814_,FALSE,13-11-2018
BLR,DEL,2018-11-26T13:00:00Z,13:00,15:50,6887,5850,766,IndiGo,45,2h 50m,Economy,2246,6E,6E_2246_,FALSE,13-11-2018
BLR,DEL,2018-11-26T18:55:00Z,18:55,21:45,6887,5850,766,IndiGo,92,2h 50m,Economy,2808,6E,6E_2808_,FALSE,13-11-2018
BLR,DEL,2018-11-26T10:05:00Z,10:05,13:00,6887,5850,766,IndiGo,42,2h 55m,Economy,2943,6E,6E_2943_,FALSE,13-11-2018
BLR,DEL,2018-11-26T18:25:00Z,18:25,21:20,6887,5850,766,IndiGo,84,2h 55m,Economy,2783,6E,6E_2783_,FALSE,13-11-2018
BLR,DEL,2018-11-26T15:35:00Z,15:35,23:40,6995,5544,386,Spicejet,9,8h 5m,Economy,568_ 126,SG,SG_568_ 126_,TRUE,13-11-2018
BLR,DEL,2018-11-26T06:10:00Z,6:10,8:55,7171,6500,399,Air India,9,2h 45m,Economy,804,AI,AI_804_,FALSE,13-11-2018
BLR,DEL,2018-11-26T10:00:00Z,10:00,12:45,7171,6500,399,Air India,9,2h 45m,Economy,505,AI,AI_505_,FALSE,13-11-2018
BLR,DEL,2018-11-26T17:00:00Z,17:00,19:45,7171,6500,399,Air India,9,2h 45m,Economy,503,AI,AI_503_,FALSE,13-11-2018
BLR,DEL,2018-11-26T13:20:00Z,13:20,16:10,7171,6500,399,Air India,9,2h 50m,Economy,501,AI,AI_501_,FALSE,13-11-2018
BLR,DEL,2018-11-26T18:30:00Z,18:30,23:05,7253,5950,1032,IndiGo,8,4h 35m,Economy,847_ 447,6E,6E_847_ 447_,FALSE,13-11-2018
BLR,DEL,2018-11-26T15:15:00Z,15:15,18:05,7281,5350,1534,Jet Airways,7,2h 50m,Economy,808,9W,9W_808_,FALSE,13-11-2018
BLR,DEL,2018-11-26T11:10:00Z,11:10,14:05,7281,5350,1534,Jet Airways,7,2h 55m,Economy,820,9W,9W_820_,FALSE,13-11-2018
BLR,DEL,2018-11-26T17:45:00Z,17:45,20:45,7281,5350,1534,Jet Airways,7,3h 0m,Economy,816,9W,9W_816_,FALSE,13-11-2018
BLR,DEL,2018-11-26T18:55:00Z,18:55,21:55,7281,5350,1534,Jet Airways,7,3h 0m,Economy,833,9W,9W_833_,FALSE,13-11-2018
BLR,AMD,2018-11-26T17:30:00Z,17:30,19:35,7362,6380,610,Vistara,9,4h 25m,Economy,925,UK,UK_925_UK_966_,FALSE,13-11-2018
BLR,AMD,2018-11-26T06:40:00Z,6:40,8:40,7362,6380,610,Vistara,7,15h 15m,Economy,923,UK,UK_923_UK_966_,TRUE,13-11-2018
BLR,AMD,2018-11-26T17:30:00Z,17:30,19:35,7362,6380,610,Vistara,9,16h 55m,Economy,925,UK,UK_925_UK_946_,FALSE,13-11-2018
BLR,AMD,2018-11-26T17:30:00Z,17:30,19:35,7362,6380,610,Vistara,9,19h 5m,Economy,925,UK,UK_925_UK_976_,FALSE,13-11-2018
BLR,AMD,2018-11-26T06:40:00Z,6:40,8:40,7362,6380,610,Vistara,7,27h 45m,Economy,923,UK,UK_923_UK_946_,TRUE,13-11-2018
BLR,DEL,2018-11-26T18:30:00Z,18:30,23:05,7779,6450,1058,IndiGo,8,4h 35m,Economy,847_ 633,6E,6E_847_ 633_,TRUE,13-11-2018
BLR,AMD,2018-11-26T06:40:00Z,6:40,8:40,8150,7130,648,Vistara,7,5h 55m,Economy,923,UK,UK_923_UK_976_,TRUE,13-11-2018
BLR,DEL,2018-11-26T16:15:00Z,16:15,20:35,8304,6951,1082,IndiGo,11,4h 20m,Economy,466_ 595,6E,6E_466_ 595_,FALSE,13-11-2018
BLR,HYD,2018-11-26T08:15:00Z,8:15,9:15,8530,7500,522,Air India,9,4h 0m,Economy,516,AI,AI_516_AI_543_,FALSE,13-11-2018
BLR,DEL,2018-11-26T08:45:00Z,8:45,15:25,8591,7064,462,Spicejet,9,6h 40m,Economy,1063_ 124,SG,SG_1063_ 124_,FALSE,13-11-2018
BLR,IDR,2018-11-26T12:40:00Z,12:40,14:30,8709,5985,2202,Jet Airways,7,10h 15m,Economy,803,9W,9W_803_9W_794_,FALSE,13-11-2018
BLR,HYD,2018-11-26T17:00:00Z,17:00,18:05,8793,7750,535,Air India,9,6h 10m,Economy,977,AI,AI_977_AI_127_,FALSE,13-11-2018
BLR,MAA,2018-11-26T20:35:00Z,20:35,21:45,8840,6110,2208,Jet Airways,7,12h 20m,Economy,867,9W,9W_867_9W_822_,FALSE,13-11-2018
BLR,MAA,2018-11-26T22:00:00Z,22:00,23:20,8840,6110,2208,Jet Airways,5,12h 50m,Economy,779,9W,9W_779_9W_736_,TRUE,13-11-2018
BLR,MAA,2018-11-26T19:40:00Z,19:40,21:00,8840,6110,2208,Jet Airways,7,13h 15m,Economy,869,9W,9W_869_9W_822_,TRUE,13-11-2018
BLR,MAA,2018-11-26T20:35:00Z,20:35,21:45,8840,6110,2208,Jet Airways,5,14h 15m,Economy,867,9W,9W_867_9W_736_,TRUE,13-11-2018
BLR,MAA,2018-11-26T18:00:00Z,18:00,19:15,8840,6110,2208,Jet Airways,7,14h 55m,Economy,875,9W,9W_875_9W_822_,TRUE,13-11-2018
BLR,MAA,2018-11-26T19:40:00Z,19:40,21:00,8840,6110,2208,Jet Airways,5,15h 10m,Economy,869,9W,9W_869_9W_736_,TRUE,13-11-2018
BLR,MAA,2018-11-26T17:00:00Z,17:00,18:20,8840,6110,2208,Jet Airways,7,15h 55m,Economy,873,9W,9W_873_9W_822_,TRUE,13-11-2018
BLR,MAA,2018-11-26T18:00:00Z,18:00,19:15,8840,6110,2208,Jet Airways,5,16h 50m,Economy,875,9W,9W_875_9W_736_,TRUE,13-11-2018
BLR,MAA,2018-11-26T17:00:00Z,17:00,18:20,8840,6110,2208,Jet Airways,5,17h 50m,Economy,873,9W,9W_873_9W_736_,TRUE,13-11-2018
BLR,HYD,2018-11-26T08:15:00Z,8:15,9:15,9038,7500,522,Air India,9,14h 55m,Economy,516,AI,AI_516_AI_127_,TRUE,13-11-2018
BLR,COK,2018-11-26T06:55:00Z,6:55,8:15,9717,8700,509,Air India,9,6h 25m,Economy,9505,AI,AI_9505_AI_511_,TRUE,13-11-2018
BLR,MAA,2018-11-26T22:00:00Z,22:00,23:20,10310,7510,2278,Jet Airways,3,16h 25m,Economy,779,9W,9W_779_9W_740_,TRUE,13-11-2018
BLR,BOM,2018-11-26T17:25:00Z,17:25,19:00,11287,10350,665,Air India,1,5h 50m,Economy,608,AI,AI_608_AI_101_,TRUE,13-11-2018
BLR,PNQ,2018-11-26T05:35:00Z,5:35,7:10,11350,8500,2328,Jet Airways,4,4h 20m,Economy,922,9W,9W_922_9W_371_,FALSE,13-11-2018
BLR,PNQ,2018-11-26T02:10:00Z,2:10,3:40,11350,8500,2328,Jet Airways,7,5h 10m,Economy,776,9W,9W_776_9W_364_,FALSE,13-11-2018
BLR,PNQ,2018-11-26T02:10:00Z,2:10,3:40,11350,8500,2328,Jet Airways,7,7h 45m,Economy,776,9W,9W_776_9W_371_,TRUE,13-11-2018
BLR,BOM,2018-11-26T08:50:00Z,8:50,10:30,11497,10550,675,Air India,9,6h 25m,Economy,604,AI,AI_604_AI_677_,TRUE,13-11-2018
BLR,CCU,2018-11-26T05:50:00Z,5:50,8:20,11602,10650,680,Air India,9,6h 30m,Economy,776,AI,AI_776_AI_21_,TRUE,13-11-2018
BLR,VTZ,2018-11-26T10:30:00Z,10:30,13:20,11843,10950,621,Air India,4,7h 15m,Economy,9540,AI,AI_9540_AI_488_,TRUE,13-11-2018
BLR,BOM,2018-11-26T06:45:00Z,6:45,8:25,11969,11000,697,Air India,8,5h 30m,Economy,640,AI,AI_640_AI_809_,TRUE,13-11-2018
BLR,MAA,2018-11-26T17:00:00Z,17:00,18:20,12505,9600,2383,Jet Airways,7,5h 15m,Economy,873,9W,9W_873_9W_831_,TRUE,13-11-2018
BLR,MAA,2018-11-26T09:00:00Z,9:00,10:05,12505,9600,2383,Jet Airways,7,5h 25m,Economy,871,9W,9W_871_9W_740_,TRUE,13-11-2018
BLR,MAA,2018-11-26T08:25:00Z,8:25,9:25,12505,9600,2383,Jet Airways,3,6h 0m,Economy,783,9W,9W_783_9W_740_,TRUE,13-11-2018
BLR,MAA,2018-11-26T07:00:00Z,7:00,7:55,12505,9600,2383,Jet Airways,7,7h 25m,Economy,849,9W,9W_849_9W_740_,TRUE,13-11-2018
BLR,BOM,2018-11-26T14:05:00Z,14:05,15:45,12925,10000,2403,Jet Airways,7,5h 5m,Economy,444,9W,9W_444_9W_353_,TRUE,13-11-2018
BLR,BOM,2018-11-26T08:00:00Z,8:00,9:50,12925,10000,2403,Jet Airways,7,5h 15m,Economy,482,9W,9W_482_9W_307_,TRUE,13-11-2018
BLR,BOM,2018-11-26T07:00:00Z,7:00,8:40,12925,10000,2403,Jet Airways,7,5h 25m,Economy,478,9W,9W_478_9W_331_,TRUE,13-11-2018
BLR,BOM,2018-11-26T14:05:00Z,14:05,15:45,12925,10000,2403,Jet Airways,7,6h 5m,Economy,444,9W,9W_444_9W_311_,TRUE,13-11-2018
BLR,BOM,2018-11-26T16:55:00Z,16:55,18:50,12925,10000,2403,Jet Airways,7,6h 5m,Economy,416,9W,9W_416_9W_361_,TRUE,13-11-2018
BLR,BOM,2018-11-26T07:00:00Z,7:00,8:40,12925,10000,2403,Jet Airways,7,6h 15m,Economy,478,9W,9W_478_9W_307_,TRUE,13-11-2018
BLR,BOM,2018-11-26T22:50:00Z,22:50,0:45,12925,10000,2403,Jet Airways,7,6h 15m,Economy,393,9W,9W_393_9W_339_,TRUE,13-11-2018
BLR,BOM,2018-11-26T08:55:00Z,8:55,10:55,12925,10000,2403,Jet Airways,7,6h 20m,Economy,412,9W,9W_412_9W_351_,TRUE,13-11-2018
BLR,BDQ,2018-11-26T05:50:00Z,5:50,8:00,12925,10000,2403,Jet Airways,7,6h 30m,Economy,320,9W,9W_320_9W_986_,TRUE,13-11-2018
BLR,BOM,2018-11-26T11:40:00Z,11:40,13:35,12925,10000,2403,Jet Airways,7,6h 45m,Economy,450,9W,9W_450_9W_305_,TRUE,13-11-2018
BLR,BOM,2018-11-26T08:00:00Z,8:00,9:50,12925,10000,2403,Jet Airways,7,7h 15m,Economy,482,9W,9W_482_9W_351_,TRUE,13-11-2018
BLR,BOM,2018-11-26T14:05:00Z,14:05,15:45,12925,10000,2403,Jet Airways,7,7h 15m,Economy,444,9W,9W_444_9W_309_,TRUE,13-11-2018
BLR,BOM,2018-11-26T11:40:00Z,11:40,13:35,12925,10000,2403,Jet Airways,7,7h 30m,Economy,450,9W,9W_450_9W_353_,TRUE,13-11-2018
BLR,BOM,2018-11-26T21:25:00Z,21:25,23:10,12925,10000,2403,Jet Airways,7,7h 40m,Economy,449,9W,9W_449_9W_339_,TRUE,13-11-2018
BLR,BBI,2018-11-26T09:30:00Z,9:30,11:15,12967,11950,745,Air India,9,6h 50m,Economy,738,AI,AI_738_AI_76_,TRUE,13-11-2018
BLR,BOM,2018-11-26T05:45:00Z,5:45,7:25,14500,11500,2478,Jet Airways,7,6h 40m,Economy,410,9W,9W_410_9W_331_,TRUE,13-11-2018
BLR,BOM,2018-11-26T05:45:00Z,5:45,7:25,14500,11500,2478,Jet Airways,7,7h 30m,Economy,410,9W,9W_410_9W_307_,TRUE,13-11-2018
BLR,BOM,2018-11-26T05:45:00Z,5:45,7:25,15235,12200,2513,Jet Airways,7,4h 40m,Economy,410,9W,9W_410_9W_333_,TRUE,13-11-2018
BLR,BOM,2018-11-26T05:45:00Z,5:45,7:25,15235,12200,2513,Jet Airways,7,5h 0m,Economy,410,9W,9W_410_9W_355_,TRUE,13-11-2018
BLR,BOM,2018-11-26T05:45:00Z,5:45,7:25,15235,12200,2513,Jet Airways,7,5h 40m,Economy,410,9W,9W_410_9W_839_,TRUE,13-11-2018
BLR,DEL,2018-11-27T23:30:00Z,23:30,2:20,3417,2546,600,IndiGo,1,2h 50m,Economy,2484,6E,6E_2484_,FALSE,13-11-2018
BLR,DEL,2018-11-27T00:40:00Z,0:40,3:25,3579,2700,608,IndiGo,32,2h 45m,Economy,2625,6E,6E_2625_,FALSE,13-11-2018
BLR,DEL,2018-11-27T01:30:00Z,1:30,4:15,3579,2700,608,IndiGo,6,2h 45m,Economy,2135,6E,6E_2135_,FALSE,13-11-2018
BLR,DEL,2018-11-27T22:20:00Z,22:20,1:10,3579,2700,608,IndiGo,59,2h 50m,Economy,2289,6E,6E_2289_,FALSE,13-11-2018
BLR,DEL,2018-11-27T04:55:00Z,4:55,7:35,3784,3170,461,AirAsia,57,2h 40m,Economy,2878,I5,I5_2878_,FALSE,13-11-2018
BLR,DEL,2018-11-27T23:25:00Z,23:25,2:10,3784,3170,461,AirAsia,67,2h 45m,Economy,722,I5,I5_722_,FALSE,13-11-2018
BLR,DEL,2018-11-27T19:55:00Z,19:55,22:30,3900,2130,1373,Jet Airways,4,2h 35m,Economy,812,9W,9W_812_,FALSE,13-11-2018
BLR,DEL,2018-11-27T02:00:00Z,2:00,4:45,3900,2130,1373,Jet Airways,7,2h 45m,Economy,814,9W,9W_814_,FALSE,13-11-2018
BLR,DEL,2018-11-27T08:20:00Z,8:20,11:15,3900,2130,1373,Jet Airways,7,2h 55m,Economy,824,9W,9W_824_,FALSE,13-11-2018
BLR,DEL,2018-11-27T20:00:00Z,20:00,22:55,3925,3030,624,IndiGo,39,2h 55m,Economy,2716,6E,6E_2716_,FALSE,13-11-2018
BLR,DEL,2018-11-27T21:20:00Z,21:20,0:15,3925,3030,624,IndiGo,77,2h 55m,Economy,2305,6E,6E_2305_,FALSE,13-11-2018
BLR,DEL,2018-11-27T08:30:00Z,8:30,11:30,3925,3030,624,IndiGo,45,3h 0m,Economy,2367,6E,6E_2367_,FALSE,13-11-2018
BLR,DEL,2018-11-27T19:40:00Z,19:40,22:20,4143,3500,321,Vistara,2,2h 40m,Economy,818,UK,UK_818_,FALSE,13-11-2018
BLR,DEL,2018-11-27T21:10:00Z,21:10,0:05,4143,3500,321,Vistara,9,2h 55m,Economy,814,UK,UK_814_,FALSE,13-11-2018
BLR,DEL,2018-11-27T07:10:00Z,7:10,9:55,4530,2730,1403,Jet Airways,7,2h 45m,Economy,836,9W,9W_836_,FALSE,13-11-2018
BLR,DEL,2018-11-27T05:30:00Z,5:30,8:20,4644,3715,658,IndiGo,47,2h 50m,Economy,2132,6E,6E_2132_,FALSE,13-11-2018
BLR,DEL,2018-11-27T11:20:00Z,11:20,15:25,4696,3715,710,IndiGo,40,4h 5m,Economy,2065,6E,6E_2065_,FALSE,13-11-2018
BLR,DEL,2018-11-27T07:00:00Z,7:00,9:40,5193,4500,371,Vistara,9,2h 40m,Economy,810,UK,UK_810_,FALSE,13-11-2018
BLR,DEL,2018-11-27T09:50:00Z,9:50,12:35,5193,4500,371,Vistara,9,2h 45m,Economy,812,UK,UK_812_,FALSE,13-11-2018
BLR,BOM,2018-11-27T22:50:00Z,22:50,0:45,5459,2890,2047,Jet Airways,2,6h 15m,Economy,393,9W,9W_393_9W_339_,FALSE,13-11-2018
BLR,BOM,2018-11-27T22:50:00Z,22:50,0:45,5459,2890,2047,Jet Airways,2,9h 25m,Economy,393,9W,9W_393_9W_762_,TRUE,13-11-2018
BLR,BOM,2018-11-27T21:25:00Z,21:25,23:10,5617,3040,2055,Jet Airways,6,12h 5m,Economy,449,9W,9W_449_9W_346_,TRUE,13-11-2018
BLR,BOM,2018-11-27T20:35:00Z,20:35,22:30,5617,3040,2055,Jet Airways,2,12h 55m,Economy,442,9W,9W_442_9W_346_,TRUE,13-11-2018
BLR,BOM,2018-11-27T22:50:00Z,22:50,0:45,5827,3240,2065,Jet Airways,4,10h 20m,Economy,393,9W,9W_393_9W_301_,TRUE,13-11-2018
BLR,BOM,2018-11-27T21:25:00Z,21:25,23:10,5827,3240,2065,Jet Airways,7,11h 45m,Economy,449,9W,9W_449_9W_301_,TRUE,13-11-2018
BLR,BOM,2018-11-27T22:50:00Z,22:50,0:45,5827,3240,2065,Jet Airways,6,11h 55m,Economy,393,9W,9W_393_9W_355_,TRUE,13-11-2018
